WARNING *** file size (2752234) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses,Field11
2010-09-01,08,Theft,6B20,250,7000-7099,NORTH,FWY,-,1,
2010-08-31,18,Theft,18F40,18A,2500-2599,MARILEE,LN,-,1,
2010-09-01,08,Theft,7C10,18G,4600-4699,MARKET,ST,-,1,
2010-09-01,02,Theft,13D30,18A,8100-8199,AIRPORT,BLVD,-,1,
2010-08-31,16,Theft,20G20,18P,2500-2599,WILCREST,DR,-,1,
2010-08-23,12,Theft,2A50,060,1500-1599,STUDEMONT,-,-,1,
2010-08-31,15,Theft,20G30,20D,3200-3299,SHADOWWALK,DR,-,1,
2010-08-31,18,Theft,20G30,18A,10600-10699,MEADOWGLEN,LN,-,1,
2010-08-31,20,Theft,19G50,18A,10200-10299,FORUM PARK,DR,-,1,
2010-08-27,16,Theft,2A30,060,1000-1099,HERKIMER,-,-,1,
2010-08-18,00,Theft,11H10,20A,6100-6199,GULF,FWY,-,1,
2009-09-10,10,Theft,18F30,240,4000-4099,HILLCROFT,-,-,1,
2010-09-01,10,Theft,18F20,20C,2300-2399,SAGE,RD,-,1,
2010-08-30,22,Theft,1A10,18A,1300-1399,SAN JACINTO,-,-,1,
2010-08-31,00,Theft,2A60,20G,2100-2199,TANNEHILL,DR,-,1,
2010-08-31,12,Theft,2A20,140,1500-1599,NORTH LP,SER,S,1,
2010-08-31,21,Theft,2A20,120,1500-1599,TABOR,-,-,1,
2010-09-01,09,Theft,18F40,20G,2500-2599,MARILEE,LN,-,1,
2010-08-30,20,Theft,18F40,18R,8500-8599,WESTHEIMER,RD,-,1,
2010-06-04,11,Theft,17E10,18A,5900-5999,RENWICK,-,-,1,
2010-08-28,22,Theft,18F30,03B,5700-5799,RICHMOND,AVE,-,1,
2010-04-15,00,Theft,18F40,03S,2600-2699,WINROCK,BLVD,-,1,
2010-08-31,17,Theft,6B60,18A,1000-1099,GREENS,RD,-,1,
2010-08-31,07,Theft,5F20,20A,3900-3999,HOLLISTER,-,-,1,
2010-08-31,17,Theft,11H10,18A,6100-6199,GULF,FWY,-,1,
2010-08-28,18,Theft,21I20,01A,3100-3199,TERMINAL,RD,N,1,
2010-08-05,12,Theft,10H80,20R,2100-2199,NORTH,BLVD,-,1,
2010-09-01,00,Theft,3B50,18A,600-699,BERRY,RD,-,1,
2010-08-19,15,Theft,17E10,05W,5300-5399,RICE,AVE,S,1,
2010-08-22,00,Theft,18F30,20A,6300-6399,BEVERLYHILL,ST,-,1,
2010-08-23,16,Theft,2A10,20D,1400-1499,LEE,-,-,1,
2010-08-31,23,Theft,18F40,18A,8100-8199,RICHMOND,AVE,-,1,
2010-08-31,19,Theft,5F10,05W,6100-6199,CLARKSON,LN,-,1,
2010-09-01,11,Theft,7C40,20D,1500-1599,MARGARET,-,-,1,
2010-08-12,16,Theft,14D20,20R,4500-4599,LARKSPUR,ST,-,1,
2010-09-01,11,Theft,11H10,18U,6600-6699,POLK,-,-,1,
2010-09-01,11,Theft,18F30,18C,3300-3399,FOUNTAIN VIEW,DR,-,1,
2010-08-11,00,Theft,11H40,20R,5300-5399,ORIOLE,-,-,1,
2010-08-29,14,Theft,20G40,05G,1800-1899,DAIRY ASHFORD,-,S,1,
2010-08-30,20,Theft,20G20,18M,2400-2499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-01,11,Theft,6B10,24P,900-999,TIDWELL,RD,E,1,
2010-09-01,11,Theft,19G50,18P,10500-10599,WEST SAM HOUSTON,PKWY,S,1,
2010-09-01,12,Theft,5F20,05Z,8100-8199,LONG POINT,RD,-,1,
2010-09-01,11,Theft,3B10,18U,9700-9799,HEMPSTEAD,HWY,-,1,
2010-08-23,10,Theft,2A30,05R,800-899,COLUMBIA,ST,-,1,
2010-09-01,11,Theft,18F20,080,5000-5099,WESTHEIMER,RD,-,1,
2010-09-01,14,Theft,16E40,09D,16200-16299,POST OAK,RD,S,1,
2010-08-31,07,Theft,10H80,20R,1200-1299,BARKDULL,ST,-,1,
2010-08-20,17,Theft,16E40,20R,16300-16399,PETALUMA,DR,-,1,
2010-07-27,13,Theft,15E30,20R,3800-3899,LINKVIEW,DR,-,1,
2010-04-19,00,Theft,11H20,210,8500-8599,CYPRESS,ST,-,1,
2010-08-30,07,Theft,11H10,20R,7000-7099,AVE N,-,-,1,
2010-09-01,12,Theft,1A10,18P,800-899,BAGBY,ST,-,1,
2010-08-27,23,Theft,24C30,13R,4700-4799,BREEZY POINT,DR,-,1,
2010-09-01,15,Theft,8C50,09D,9600-9699,MESA,DR,-,1,
2010-08-28,15,Theft,6B60,080,12300-12399,NORTH,FWY,-,1,
2010-09-01,13,Theft,2A20,13R,200-299,FULTON,ST,-,1,
2010-08-30,16,Theft,16E40,20D,16300-16399,PAITER,-,-,1,
2010-09-01,13,Theft,18F30,09D,3200-3299,HILLCROFT,-,-,1,
2010-09-01,11,Theft,20G50,080,900-999,GESSNER,DR,-,1,
2010-09-01,11,Theft,5F40,18O,7300-7399,GREENS,RD,W,1,
2010-09-01,12,Theft,18F40,20A,2400-2499,VOSS,RD,S,1,
2010-09-01,13,Theft,18F20,080,5100-5199,ALABAMA,ST,W,1,
2010-08-20,07,Theft,7C30,20D,3400-3499,TOPPING,-,-,1,
2010-08-14,19,Theft,18F40,18A,6300-6399,SAN FELIPE,ST,-,1,
2010-08-28,15,Theft,11H40,20R,200-299,GOBER,-,-,1,
2010-09-01,03,Theft,1A30,03B,2100-2199,KIPLING,-,-,1,
2010-09-01,14,Theft,15E30,120,12300-12399,MAIN,ST,-,1,
2010-09-01,14,Theft,6B10,080,400-499,PARKER,RD,-,1,
2010-09-01,14,Theft,18F50,070,7200-7299,BELLERIVE,DR,-,1,
2010-08-03,21,Theft,20G70,20A,12800-12899,ASHFORD MEADOW,DR,-,1,
2010-08-15,00,Theft,18F20,210,1700-1799,POST OAK,BLVD,-,1,
2010-09-01,15,Theft,15E40,210,1700-1799,OLD SPANISH,TRL,-,1,
2010-07-02,06,Theft,3B50,20D,6500-6599,FULTON,ST,-,1,
2010-09-01,14,Theft,20G10,05O,10300-10399,RICHMOND,AVE,-,1,
2010-08-31,22,Theft,24C10,20R,1300-1399,MISTLETOE,LN,-,1,
2010-08-06,17,Theft,6B60,20R,13500-13599,NORTHBOROUGH,DR,-,1,
2010-09-01,15,Theft,12D10,080,9500-9599,ROWLETT,-,-,1,
2010-09-01,15,Theft,12D70,080,300-399,BAYBROOK MALL,-,-,1,
2010-08-28,01,Theft,1A20,03B,800-899,PACIFIC,-,-,1,
2010-09-01,15,Theft,7C20,080,5700-5799,LOCKWOOD,DR,-,1,
2010-09-01,15,Theft,19G20,11L,7900-7999,KIRKWOOD,DR,S,1,
2010-08-07,17,Theft,4F10,20R,9700-9799,WARWANA,-,-,1,
2010-08-01,12,Theft,15E10,20R,5700-5799,CHEENA,DR,-,1,
2010-09-01,00,Theft,7C20,20D,3100-3199,CRESTON,DR,-,1,
2010-08-31,23,Theft,18F20,18M,2900-2999,SAGE,RD,-,1,
2010-08-25,11,Theft,2A50,20R,5600-5699,LARKIN,-,-,1,
2010-09-01,16,Theft,12D10,080,9500-9599,ROWLETT,-,-,1,
2010-08-31,16,Theft,6B20,18A,5800-5899,CEBRA,ST,-,1,
2010-08-24,15,Theft,2A50,20R,6300-6399,HAMMAN,-,-,1,
2010-09-01,17,Theft,14D40,070,11300-11399,MARTIN LUTHER KING,BLVD,-,1,
2010-09-01,17,Theft,17E40,120,11200-11299,FONDREN,RD,-,1,
2010-08-31,16,Theft,17E10,18A,6000-6099,BELLAIRE,BLVD,-,1,
2010-09-01,17,Theft,10H70,22D,4900-4999,CRAWFORD,ST,-,1,
2010-09-01,15,Theft,12D40,18H,11900-11999,ASTORIA,BLVD,-,1,
2010-08-31,22,Theft,18F50,18M,6700-6799,SOUTHWEST,FWY,-,1,
2010-08-31,21,Theft,7C20,20R,4800-4899,LOCKWOOD,DR,-,1,
2010-09-01,16,Theft,4F30,080,10700-10799,WESTVIEW,-,-,1,
2010-09-01,17,Theft,12D70,080,100-199,EL DORADO,BLVD,W,1,
2010-08-31,22,Theft,24C10,20D,1200-1299,MISTLETOE,LN,-,1,
2010-08-30,10,Theft,6B10,250,5700-5799,AIRLINE,DR,-,1,
2010-08-30,15,Theft,10H30,250,400-499,DOWLING,ST,-,1,
2010-08-31,19,Theft,15E10,20A,8800-8899,CHIMNEY ROCK,RD,-,1,
2010-09-01,14,Theft,24C10,18T,1300-1399,LAKEHAVEN,DR,-,1,
2010-08-08,08,Theft,11H10,13R,900-999,76TH,ST,N,1,
2010-09-01,17,Theft,7C10,13R,2500-2599,CAMPBELL,ST,-,1,
2010-08-31,18,Theft,2A50,18O,600-699,SHEPHERD,DR,-,1,
2010-08-29,00,Theft,20G20,20D,10600-10699,BORDLEY,DR,-,1,
2010-08-31,14,Theft,13D20,13R,6700-6799,GLEN ROCK,DR,-,1,
2010-09-01,16,Theft,17E30,18P,11500-11599,SOUTHWEST,FWY,-,1,
2010-09-01,18,Theft,9C20,070,600-699,LATHROP,-,-,1,
2010-08-30,19,Theft,3B10,140,3000-3099,NORTH LP W,-,-,1,
2010-08-31,16,Theft,6B20,22P,800-899,DONOVAN,-,W,1,
2010-09-01,17,Theft,1A20,120,2200-2299,LOUISIANA,ST,-,1,
2010-08-30,17,Theft,17E30,20A,8900-8999,BISSONNET,ST,-,1,
2010-09-01,18,Theft,8C10,120,5600-5699,TIDWELL,RD,-,1,
2010-09-01,11,Theft,18F50,18U,7500-7599,BELLAIRE,BLVD,-,1,
2010-09-01,14,Theft,1A30,18O,2600-2699,ALABAMA,ST,W,1,
2010-09-01,19,Theft,15E10,080,5600-5699,BEECHNUT,ST,-,1,
2010-08-30,16,Theft,6B50,20A,0-99,GOODSON,DR,-,1,
2010-09-01,17,Theft,18F20,080,5100-5199,WESTHEIMER,RD,-,1,
2010-08-31,19,Theft,24C10,20R,1500-1599,BROOKTRAIL,DR,-,1,
2010-09-01,19,Theft,12D10,120,1100-1199,EDGEBROOK,DR,-,1,
2010-09-01,06,Theft,3B30,250,1300-1399,WAKEFIELD,DR,-,1,
2010-09-01,18,Theft,15E10,18U,8600-8699,ENDICOTT,LN,-,1,
2010-09-01,20,Theft,17E10,18G,6200-6299,BELLAIRE,BLVD,-,1,
2010-09-01,20,Theft,3B10,18A,5300-5399,DEEP FOREST,DR,-,1,
2010-09-01,17,Theft,4F20,120,10200-10299,KEMPWOOD,DR,-,1,
2010-09-01,20,Theft,17E30,080,11500-11599,SOUTHWEST,FWY SER,S,1,
2010-08-21,16,Theft,14D10,05V,7000-7099,CULLEN,BLVD,-,1,
2010-09-01,20,Theft,1A30,18R,1900-1999,WESTHEIMER,RD,-,1,
2010-09-01,14,Theft,19G20,18R,11400-11499,BELLAIRE,BLVD,-,1,
2010-09-01,19,Theft,3B10,18R,10400-10499,NORTHWEST,FWY SER,W,1,
2010-09-01,20,Theft,1A10,13R,1300-1399,FANNIN,-,-,1,
2010-09-01,21,Theft,1A20,120,2200-2299,LOUISIANA,ST,-,1,
2010-08-29,21,Theft,19G10,120,10100-10199,BEECHNUT,ST,-,1,
2010-09-01,20,Theft,6B40,120,9400-9499,MONTGOMERY,RD,W,1,
2010-09-01,21,Theft,15E20,120,5400-5499,AIRPORT,BLVD,W,1,
2010-09-01,19,Theft,11H30,18R,8500-8599,GULF,FWY,-,1,
2010-09-01,18,Theft,18F20,18T,5000-5099,WESTHEIMER,RD,-,1,
2010-08-30,18,Theft,14D20,20C,4600-4699,KNOXVILLE,-,-,1,
2010-09-01,18,Theft,1A10,18A,1600-1699,FANNIN,-,-,1,
2010-08-31,08,Theft,15E30,18A,2600-2699,GRAMERCY,-,-,1,
2010-08-26,03,Theft,18F60,20R,7900-7999,SHARPCREST,-,-,1,
2010-09-01,15,Theft,1A10,18A,1600-1699,FANNIN,-,-,1,
2010-09-01,22,Theft,7C20,070,3800-3899,LIBERTY,RD,-,1,
2010-09-01,23,Theft,6B40,13R,600-699,GULF BANK,RD,W,1,
2010-09-01,18,Theft,1A50,18O,3600-3699,WESLAYAN,-,-,1,
2010-09-01,23,Theft,3B40,18A,500-599,THORNTON,-,-,1,
2010-09-01,23,Theft,2A40,13R,1100-1199,BRASHEAR,ST,-,1,
2010-03-31,15,Theft,6B60,250,300-399,GREENS,RD,-,1,
2010-09-02,00,Theft,10H70,20C,1700-1799,CALUMET,-,-,1,
2010-09-01,20,Theft,20G30,20A,2800-2899,SHADOWBRIAR,DR,-,1,
2010-09-02,01,Theft,5F30,20A,7000-7099,HOLLISTER,-,-,1,
2010-09-01,23,Theft,14D10,13R,5000-5099,ARVILLA,LN,-,1,
2010-09-01,23,Theft,14D10,18T,4900-4999,MARTIN LUTHER KING,BLVD,-,1,
2010-09-02,02,Theft,2A10,20R,4100-4199,BEGGS,ST,-,1,
2010-09-01,22,Theft,7C30,20R,1700-1799,WESTFORD,-,-,1,
2010-09-02,03,Theft,1A30,03B,2100-2199,KIPLING,-,-,1,
2010-08-27,19,Theft,7C20,20R,2800-2899,JENSEN,DR,-,1,
2010-09-01,23,Theft,17E10,18M,6600-6699,SOUTHWEST,FWY SER,S,1,
2010-09-01,12,Theft,14D30,20R,5600-5699,BELNEATH,ST,-,1,
2010-09-02,05,Theft,2A60,13R,1000-1099,PRINCE,-,-,1,
2010-09-01,17,Theft,17E30,18T,11500-11599,SOUTHWEST,FWY,-,1,
2010-09-02,00,Theft,12D10,18A,9200-9299,NATHANIEL,ST,-,1,
2010-09-01,22,Theft,2A30,13R,300-399,7TH,ST,E,1,
2010-09-02,00,Theft,10H80,13R,2000-2099,BANKS,ST,-,1,
2010-09-01,17,Theft,1A30,13R,1700-1799,MORSE,-,-,1,
2010-09-01,22,Theft,6B60,18A,13500-13599,NORTHBOROUGH,DR,-,1,
2010-09-02,08,Theft,7C10,20R,4400-4499,SUMPTER,-,-,1,
2010-09-01,20,Theft,1A30,20D,2400-2499,ELMEN,ST,-,1,
2010-09-02,01,Theft,12D10,23S,9600-9699,ROWLETT,-,-,1,
2010-09-02,00,Theft,7C50,18M,7100-7199,WILL CLAYTON,PKWY,-,1,
2010-09-01,19,Theft,8C30,05X,8200-8299,LEY,RD,-,1,
2010-09-01,18,Theft,1A50,18O,5000-5099,KIRBY,DR,-,1,
2010-09-01,15,Theft,2A40,060,1000-1099,WASHINGTON,AVE,-,1,
2010-08-30,16,Theft,7C50,18P,16000-16099,EASTEX,FWY,-,1,
2010-08-31,18,Theft,5F40,18P,17200-17299,TOMBALL,PKWY,-,1,
2010-09-01,14,Theft,11H40,22H,8500-8599,HOWARD,DR,-,1,
2010-08-31,07,Theft,15E10,20R,6500-6599,JACKWOOD,-,-,1,
2010-09-01,20,Theft,6B40,20D,800-899,LYNGROVE,DR,-,1,
2010-09-01,18,Theft,18F50,18M,6700-6799,SOUTHWEST,FWY,-,1,
2010-08-30,08,Theft,17E40,20A,8000-8099,AIRPORT,BLVD,W,1,
2010-08-27,12,Theft,19G50,20A,10800-10899,KIPP WAY,DR,-,1,
2010-09-01,22,Theft,6B50,18A,11400-11499,GREEN PLAZA,DR,-,1,
2010-08-15,07,Theft,20G30,120,11800-11899,WESTHEIMER,RD,-,1,
2010-09-01,13,Theft,1A30,20D,2200-2299,BRANARD,ST,-,1,
2010-09-01,06,Theft,14D40,05C,11600-11699,CULLEN,BLVD,-,1,
2010-08-23,08,Theft,18F50,20R,9400-9499,MEADOWGLEN,LN,-,1,
2010-09-01,17,Theft,1A30,18A,1700-1799,LEXINGTON,-,-,1,
2010-09-01,17,Theft,6B30,20A,5500-5599,HOLLY VIEW,DR,-,1,
2010-09-02,09,Theft,5F30,05Z,14000-14099,NORTHWEST,FWY,-,1,
2010-08-30,12,Theft,12D60,05M,15400-15499,ST CLOUD,DR,-,1,
2010-09-01,19,Theft,18F30,18N,5700-5799,RICHMOND,AVE,-,1,
2010-08-27,15,Theft,11H10,20V,8000-8099,AVE E,-,-,1,
2010-08-31,21,Theft,12D70,05M,1000-1099,BAYBROOK MALL,-,-,1,
2010-08-09,17,Theft,13D40,060,8300-8399,HALL,RD,-,1,
2010-08-25,16,Theft,1A10,05C,1900-1999,MAIN,ST,-,1,
2010-08-21,10,Theft,7C40,20R,2100-2199,PARKER,RD,-,1,
2010-08-24,15,Theft,12D30,060,10900-10999,VIEW MEADOW,LP,W,1,
2010-09-01,14,Theft,7C20,05Z,3600-3699,JENSEN,DR,-,1,
2010-08-31,09,Theft,7C50,05O,3900-3999,FM 1960,-,-,1,
2010-08-30,16,Theft,20G50,18O,9900-9999,KATY,FWY,-,1,
2010-09-01,11,Theft,10H60,20R,3200-3299,ARBOR,ST,-,1,
2010-08-31,13,Theft,6B40,20R,3000-3099,MCCRAREY,DR,-,1,
2010-09-01,22,Theft,16E20,20D,4000-4099,ROSEBUD,DR,-,1,
2010-08-30,18,Theft,20G30,18P,10500-10599,WESTHEIMER,RD,-,1,
2010-09-02,11,Theft,1A50,120,5200-5299,BUFFALO SPEEDWAY,-,-,1,
2010-09-02,10,Theft,6B60,250,800-899,GREENS,RD,-,1,
2010-09-02,01,Theft,13D40,18A,11500-11599,PEARLAND,PKWY,-,1,
2010-04-06,08,Theft,20G60,210,14600-14699,MEMORIAL,DR,-,1,
2010-09-01,21,Theft,7C40,05B,2200-2299,PARKER,RD,-,1,
2010-08-23,19,Theft,15E30,18O,4600-4699,JACKWOOD,-,-,1,
2010-09-01,13,Theft,6B10,18O,400-499,PARKER,RD,-,1,
2010-09-01,18,Theft,7C20,20V,2100-2199,BLEKER,ST,-,1,
2010-09-01,13,Theft,5F40,210,7600-7699,FM 1960,-,W,1,
2010-09-01,15,Theft,6B20,210,6800-6899,SHEPHERD,DR,N,1,
2010-09-02,11,Theft,18F30,18R,5700-5799,WESTHEIMER,RD,-,1,
2010-08-30,12,Theft,14D10,05Z,5100-5199,GRIGGS,-,-,1,
2010-09-01,16,Theft,17E40,18O,8500-8599,AIRPORT,BLVD,W,1,
2010-09-02,09,Theft,20G50,18U,300-399,MEMORIAL CITY,WAY,-,1,
2010-09-02,10,Theft,10H70,22H,1900-1999,CLEBURNE,ST,-,1,
2010-09-02,11,Theft,2A30,13R,1400-1499,NICHOLSON,-,-,1,
2010-09-02,12,Theft,4F10,05L,9400-9499,LONG POINT,RD,-,1,
2010-09-02,12,Theft,1A30,09D,1000-1099,RICHMOND,AVE,-,1,
2010-09-01,00,Theft,15E30,20R,9200-9299,RIDDLEWOOD,LN,-,1,
2010-09-02,11,Theft,1A10,080,1100-1199,MAIN,ST,-,1,
2010-09-02,12,Theft,11H40,22H,8500-8599,HOWARD,DR,-,1,
2010-07-15,12,Theft,1A20,20R,2700-2799,WESTHEIMER,RD,-,1,
2010-08-27,19,Theft,10H60,18O,5200-5299,CALHOUN,RD,-,1,
2010-09-02,08,Theft,20G50,18R,12800-12899,MEMORIAL,DR,-,1,
2010-08-30,14,Theft,19G50,11G,9700-9799,BISSONNET,ST,-,1,
2010-09-02,12,Theft,8C50,20A,9000-9099,STERLINGSHIRE,ST,-,1,
2010-08-29,19,Theft,5F30,250,13100-13199,NORTHWEST,FWY,-,1,
2010-09-02,11,Theft,1A30,11S,2600-2699,SOUTHWEST,FWY,-,1,
2010-09-01,18,Theft,11H20,11G,6800-6899,RUSTIC,-,-,1,
2010-09-02,13,Theft,12D20,170,10900-10999,FUQUA,ST,-,1,
2010-09-01,19,Theft,2A60,05E,1300-1399,DURHAM,DR,N,1,
2010-08-07,22,Theft,16E20,20R,3300-3399,JORNS,DR,-,1,
2010-08-31,14,Theft,11H10,20D,100-199,KEMTON,-,-,1,
2010-09-01,19,Theft,3B30,05E,5100-5199,ROSSLYN,RD,-,1,
2010-08-12,00,Theft,14D40,05S,13200-13299,SOUTH,FWY,-,1,
2010-09-02,12,Theft,20G40,20R,11300-11399,ELLA LEE,LN,-,1,
2010-08-17,00,Theft,1A20,20A,700-799,DUNLAVY,-,-,1,
2010-09-02,13,Theft,8C10,080,9500-9599,HOMESTEAD,RD,-,1,
2010-06-28,12,Theft,13D20,20R,6100-6199,ANDWOOD,ST,-,1,
2010-09-02,12,Theft,16E40,250,15700-15799,RIDGEGATE,RD,-,1,
2010-09-02,13,Theft,17E10,250,6400-6499,HILLCROFT,-,-,1,
2010-09-01,20,Theft,10H50,20A,3100-3199,GRAY,-,-,1,
2010-08-29,19,Theft,15E10,20R,6300-6399,MCAVOY,DR,-,1,
2010-07-05,00,Theft,20G30,080,10900-10999,WESTHEIMER,RD,-,1,
2010-09-02,13,Theft,14D10,18O,6700-6799,CULLEN,BLVD,-,1,
2010-09-02,14,Theft,12D70,080,500-599,EL DORADO,BLVD,-,1,
2010-09-02,14,Theft,19G20,09D,12200-12299,BELLAIRE,BLVD,-,1,
2010-09-02,12,Theft,6B50,18R,11300-11399,NORTH,FWY,-,1,
2010-09-02,10,Theft,3B50,080,4400-4499,NORTH,FWY,-,1,
2010-08-14,00,Theft,5F30,140,12800-12899,NORTHWEST,FWY,-,1,
2010-08-31,13,Theft,20G30,20D,3200-3299,SHADOWWALK,DR,-,1,
2010-09-02,15,Theft,15E20,070,10800-10899,POST OAK,RD,S,1,
2010-08-31,07,Theft,7C30,20D,9000-9099,FRIENDLY,RD,-,1,
2010-08-24,00,Theft,19G20,20D,11000-11099,HIGH STAR,DR,-,1,
2010-09-02,14,Theft,3B50,080,4400-4499,NORTH,FWY,-,1,
2010-09-02,15,Theft,9C40,080,12000-12099,EAST,FWY,-,1,
2010-09-02,07,Theft,12D60,13R,15500-15599,BOWSPRIT,LN,-,1,
2010-08-30,09,Theft,17E30,13R,9600-9699,SOUTHWEST,FWY,-,1,
2010-09-02,15,Theft,9C20,20R,7500-7599,TREMPER,-,-,1,
2010-09-02,15,Theft,12D70,210,1300-1399,BAY AREA,BLVD,W,1,
2010-09-02,15,Theft,12D70,080,100-199,EL DORADO,BLVD,W,1,
2010-09-02,16,Theft,13D20,120,6300-6399,TELEPHONE,RD,-,1,
2010-08-30,12,Theft,4F10,13R,10100-10199,HADDINGTON,DR,-,1,
2010-09-02,10,Theft,3B40,20A,600-699,40TH,ST,E,1,
2010-08-28,00,Theft,10H60,20A,4600-4699,CULLEN,BLVD,-,1,
2010-09-02,16,Theft,6B30,24C,5600-5699,TIDWELL,RD,W,1,
2010-08-30,21,Theft,21I40,01A,3700-3799,TERMINAL,RD,N,1,
2010-08-20,12,Theft,20G30,20D,3000-3099,ROYAL OAKS GROVE,-,-,1,
2010-09-02,08,Theft,2A10,22H,1100-1199,QUITMAN,-,-,1,
2010-09-02,12,Theft,20G60,18H,18500-18599,KATY,FWY,-,1,
2010-09-02,00,Theft,17E10,20H,6300-6399,GULFTON,-,-,1,
2010-09-01,21,Theft,5F10,18A,1800-1899,WIRT,RD,-,1,
2010-09-01,19,Theft,12D70,18A,400-499,EL DORADO,BLVD,-,1,
2010-09-01,22,Theft,4F30,20D,1700-1799,PARK HARBOR ESTATES,DR,-,1,
2010-09-02,17,Theft,12D70,080,100-199,EL DORADO,BLVD,W,1,
2010-09-02,16,Theft,3B40,080,4000-4099,SHEPHERD,DR,N,1,
2010-09-02,17,Theft,18F60,210,9300-9399,BELLAIRE,BLVD,-,1,
2010-09-02,19,Theft,8C60,20D,10900-10999,LERA,-,-,1,
2010-08-29,12,Theft,1A50,18M,4500-4599,POST OAK,PKWY,-,1,
2010-09-02,02,Theft,6B20,13R,700-799,TIDWELL,RD,W,1,
2010-09-02,17,Theft,18F20,18T,4900-4999,WESTHEIMER,RD,-,1,
2010-09-02,17,Theft,12D70,080,100-199,EL DORADO,BLVD,-,1,
2010-09-01,12,Theft,18F40,20A,2500-2599,OLD FARM,RD,-,1,
2010-09-02,18,Theft,7C20,240,4600-4699,LOCKWOOD,DR,-,1,
2010-09-02,18,Theft,6B60,05G,12300-12399,NORTH,FWY,-,1,
2010-09-02,00,Theft,14D20,20R,4500-4599,GALESBURG,ST,-,1,
2010-08-15,03,Theft,1A20,210,600-699,WESTHEIMER,RD,-,1,
2010-09-02,12,Theft,17E30,20R,10200-10299,GESSNER,DR,S,1,
2010-09-02,19,Theft,18F50,05M,7500-7599,BELLAIRE,BLVD,-,1,
2010-09-02,19,Theft,3B50,120,4700-4799,AIRLINE,DR,-,1,
2010-09-01,12,Theft,7C40,13R,3800-3899,LITTLE YORK,RD,-,1,
2010-09-02,12,Theft,2A50,20D,5700-5799,PETTY,-,-,1,
2010-09-02,20,Theft,14D10,18C,3800-3899,OLD SPANISH,TRL,-,1,
2009-12-01,12,Theft,19G20,13R,7900-7999,BELLE PARK,DR,-,1,
2010-09-01,21,Theft,20G60,20R,300-399,SANDY BLUFF,-,-,1,
2010-09-02,18,Theft,15E10,080,700-799,MEYERLAND PLAZA,-,-,1,
2010-09-02,20,Theft,9C20,120,7200-7299,LYONS,-,-,1,
2010-09-01,22,Theft,9C30,20D,6500-6599,PINE TREE GLEN,-,-,1,
2010-09-02,10,Theft,17E40,20A,6400-6499,BANKSIDE,DR,-,1,
2010-09-02,06,Theft,20G10,20A,8700-8799,TOWN PARK,DR,-,1,
2010-09-02,20,Theft,12D10,080,12200-12299,GULF,FWY,-,1,
2010-09-02,20,Theft,18F60,080,8000-8099,GESSNER,DR,S,1,
2010-09-02,18,Theft,20G80,18A,1600-1699,ELDRIDGE,PKWY,-,1,
2010-08-30,11,Theft,10H70,09H,6700-6799,BERTNER,AVE,-,1,
2010-09-02,19,Theft,1A50,18R,3700-3799,WESLAYAN,-,-,1,
2010-09-02,12,Theft,5F20,120,1300-1399,BLALOCK,RD,-,1,
2010-09-02,16,Theft,18F20,18R,1600-1699,POST OAK,BLVD,-,1,
2010-09-02,19,Theft,18F20,18U,5000-5099,WESTHEIMER,RD,-,1,
2010-09-02,21,Theft,2A40,080,2500-2599,SHEARN,ST,-,1,
2010-09-02,21,Theft,1A30,18G,3000-3099,KIRBY,DR,-,1,
2010-09-02,19,Theft,15E10,18G,5400-5499,BIRDWOOD,RD,-,1,
2010-09-02,17,Theft,15E30,18O,7500-7599,SEUSS,DR,-,1,
2010-09-02,22,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-02,22,Theft,10H40,13R,1300-1399,ROSALIE,-,-,1,
2010-09-02,23,Theft,12D40,070,600-699,FM 1959,-,-,1,
2010-09-02,18,Theft,1A40,13R,2400-2499,SAN SABA,-,-,1,
2010-09-03,00,Theft,4F20,13R,10300-10399,GLADEWOOD,DR,-,1,
2010-09-03,01,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-02,23,Theft,11H30,13R,8100-8199,GARLAND,DR,-,1,
2010-09-03,01,Theft,12D60,070,13900-13999,GALVESTON,RD,-,1,
2010-09-02,23,Theft,1A30,03B,1400-1499,WESTHEIMER,RD,-,1,
2010-09-02,20,Theft,3B10,18O,4900-4999,PINEMONT,DR,-,1,
2010-09-03,02,Theft,18F30,20A,1900-1999,AUGUSTA,DR,-,1,
2010-09-03,03,Theft,9C40,140,1000-1099,MAXEY,RD,-,1,
2010-09-03,03,Theft,11H30,13R,8100-8199,WIER,DR,-,1,
2010-09-03,00,Theft,1A10,13R,1100-1199,CAPITOL,ST,-,1,
2010-09-02,22,Theft,12D10,13R,600-699,SULPHUR,-,-,1,
2010-09-03,04,Theft,2A40,05X,800-899,HOUSTON,AVE,-,1,
2010-09-02,22,Theft,19G20,20D,12000-12099,WHITE CAP,LN,-,1,
2010-09-03,06,Theft,8C10,20D,9500-9599,SPAULDING,-,-,1,
2010-09-03,06,Theft,19G10,18A,8300-8399,WILCREST,DR,-,1,
